id,predicted_churn_risk,risk_tier,behavioral_state,behavioral_evidence,recent_deterioration_count,persistent_deterioration_count,coordinated_deterioration_count,value_tier,arpu_8,retention_priority,candidate_action,decision_rationale,churn_probability
19374,0.12705872222709,Very High,Persistent Deterioration,5/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,3,5,Moderate,159.496,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
50337,0.06395450454405979,Very High,Recent Broad Deterioration,5/5 behavioural metrics declined recently; 4/5 behavioural metrics declined across the observed period,5,0,4,Lower,2.204,Priority 2,Broad Recent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
19148,0.0025304642014330344,Low,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,2,1,3,Moderate,191.505,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
24908,0.37537703260130795,Very High,Persistent Deterioration,4/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,4,3,5,Moderate,154.967,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
9323,0.011207484256692263,High,Recent Deterioration,5/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 1/5 behavioural metrics declined across the observed period,5,1,1,Moderate,161.801,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
32629,0.14847497003235344,Very High,Recent Deterioration,2/5 behavioural metrics declined recently,2,0,0,Higher,201.84,Priority 1,Recharge / Affordability Review,Very High churn risk with Higher/Highest relative customer value.,1
67095,0.07336565040375306,Very High,Recent Deterioration,3/5 behavioural metrics declined recently; 4/5 behavioural metrics declined across the observed period,3,0,4,Highest,483.85,Priority 1,Recharge / Affordability Review,Very High churn risk with Higher/Highest relative customer value.,0
45744,0.0080346170540332,Moderate,Recent Deterioration,4/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,4,0,1,Moderate,165.215,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
38840,0.08051838279740144,Very High,Stable / Limited Deterioration,1/5 behavioural metrics declined recently,1,0,0,Moderate,109.4,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,1
32136,0.0012537132471961922,Low,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Highest,806.076,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
63216,0.001268465856163008,Low,Recent Deterioration,4/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,4,1,3,Moderate,153.495,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
40797,0.0070397263079872065,Moderate,Recent Deterioration,3/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 1/5 behavioural metrics declined across the observed period,3,1,1,Higher,288.67,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
606,0.8535587771124707,Very High,Severe Persistent Deterioration,5/5 behavioural metrics declined recently; 5/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,5,5,Moderate,98.184,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,1
41549,0.6323674588621191,Very High,Recent Deterioration,3/5 behavioural metrics declined recently,3,0,0,Lower,0.2,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,1
16607,0.022969334768076454,High,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,1,0,2,Moderate,108.106,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
65128,0.18805620818412408,Very High,Recent Deterioration,4/5 behavioural metrics declined recently,4,0,0,Lower,43.053,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
15674,0.9628308540016829,Very High,Stable / Limited Deterioration,5/5 behavioural metrics declined across the observed period,0,0,5,Lower,0.0,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,1
33160,0.0823420874189093,Very High,Recent Deterioration,5/5 behavioural metrics declined recently,5,0,0,Lower,85.234,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
9616,0.0873083672144467,Very High,Persistent Deterioration,3/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 2/5 behavioural metrics declined across the observed period,3,2,2,Lower,69.523,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
8759,0.0049983858832016665,Moderate,Stable / Limited Deterioration,2/5 behavioural metrics declined across the observed period,0,0,2,Moderate,141.147,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
17336,0.0004520252948059964,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently,1,0,0,Highest,1688.095,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
10401,0.007637456799464421,Moderate,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,1,0,2,Higher,339.543,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
14971,0.0025692916773551603,Low,Persistent Deterioration,5/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,5,2,4,Higher,241.722,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
37488,0.0019434250581648427,Low,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Higher,281.137,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
28450,0.005173127413822935,Moderate,Recent Deterioration,2/5 behavioural metrics declined recently; 4/5 behavioural metrics declined across the observed period,2,0,4,Lower,76.828,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
51169,0.004512566124483842,Moderate,Persistent Deterioration,3/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,3,2,4,Higher,311.47,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
50343,0.026582811542799702,High,Recent Broad Deterioration,5/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,1,5,Lower,20.533,Priority 3,Broad Recent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
42746,0.01735615042262748,High,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,2,1,3,Lower,50.817,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
7881,0.023687292913272203,High,Severe Persistent Deterioration,5/5 behavioural metrics declined recently; 5/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,5,5,Higher,314.576,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
48096,0.004824250169140083,Moderate,Recent Deterioration,5/5 behavioural metrics declined recently,5,0,0,Highest,460.017,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
42145,0.009894040200425863,High,Persistent Deterioration,4/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,4,2,4,Highest,595.311,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
27031,0.007994237549874657,Moderate,Recent Deterioration,5/5 behavioural metrics declined recently,5,0,0,Lower,78.945,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
39593,0.0017710979431256192,Low,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Highest,856.137,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
1100,0.0014198647023236511,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined across the observed period,0,0,1,Highest,1966.778,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
18599,0.028556671488895728,High,Recent Deterioration,5/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,5,0,2,Lower,69.27,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
15668,0.01333056181776366,High,Severe Persistent Deterioration,5/5 behavioural metrics declined recently; 5/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,5,5,Lower,56.219,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
68810,0.01114168208935394,High,Severe Persistent Deterioration,5/5 behavioural metrics declined recently; 5/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,5,5,Lower,35.198,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
37865,0.004146490489112352,Moderate,Persistent Deterioration,4/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,4,3,5,Higher,216.06,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
26202,0.4198017564475032,Very High,Recent Broad Deterioration,5/5 behavioural metrics declined recently; 5/5 behavioural metrics declined across the observed period,5,0,5,Lower,85.966,Priority 2,Broad Recent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
26935,0.14752619831803615,Very High,Stable / Limited Deterioration,2/5 behavioural metrics declined across the observed period,0,0,2,Lower,38.929,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,1
1987,0.0014459337041347138,Low,Recent Deterioration,3/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,3,1,3,Higher,239.358,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
4241,0.05358382858578981,Very High,Recent Broad Deterioration,5/5 behavioural metrics declined recently; 4/5 behavioural metrics declined across the observed period,5,0,4,Lower,37.0,Priority 2,Broad Recent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
38656,0.0027218359557142934,Low,Recent Broad Deterioration,4/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,4,1,4,Higher,317.121,Priority 3,Broad Recent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
56174,0.00280363694182562,Low,Persistent Deterioration,5/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,3,5,Moderate,113.85,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
14779,0.0048513619164795765,Moderate,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,2,1,4,Higher,218.822,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
12887,0.0006077275717189225,Low,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 1/5 behavioural metrics declined across the observed period,2,1,1,Higher,200.968,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
65739,0.0465614075563537,Very High,Recent Deterioration,4/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,4,0,2,Highest,478.014,Priority 1,Recharge / Affordability Review,Very High churn risk with Higher/Highest relative customer value.,0
40305,0.035558025081213376,High,Recent Deterioration,5/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,5,0,1,Highest,482.466,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
6870,0.00562754641071917,Moderate,Recent Deterioration,3/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 2/5 behavioural metrics declined across the observed period,3,1,2,Higher,251.984,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
40871,0.003255603639924935,Low,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 2/5 behavioural metrics declined across the observed period,2,1,2,Higher,313.01,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
8031,0.9463919836754883,Very High,Persistent Deterioration,2/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,2,2,5,Lower,-3.0,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,1
42064,0.01127210665381182,High,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Highest,792.101,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
39832,0.843478672842452,Very High,Persistent Deterioration,5/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,3,5,Lower,0.0,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,1
9296,0.0016669684034304516,Low,Recent Deterioration,2/5 behavioural metrics declined recently,2,0,0,Highest,456.683,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
27915,0.5600399124906968,Very High,Severe Persistent Deterioration,4/5 behavioural metrics declined recently; 4/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,4,4,5,Lower,0.69,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
4296,0.0057954839088502795,Moderate,Severe Persistent Deterioration,5/5 behavioural metrics declined recently; 5/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,5,5,Higher,345.274,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
54530,0.0024157775160314927,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently,1,0,0,Lower,69.773,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
22483,0.026504234235046314,High,Recent Broad Deterioration,4/5 behavioural metrics declined recently; 4/5 behavioural metrics declined across the observed period,4,0,4,Moderate,108.3,Priority 3,Broad Recent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
39868,0.006438704063869455,Moderate,Persistent Deterioration,5/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,5,3,4,Higher,304.141,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
45138,0.0027056951722643037,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,1,1,3,Lower,63.94,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
17977,0.023183562213997727,High,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Highest,379.124,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
21242,0.007012810158089989,Moderate,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,1,1,3,Higher,274.75,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
35757,0.001439260662518245,Low,Recent Deterioration,5/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 1/5 behavioural metrics declined across the observed period,5,1,1,Higher,227.267,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
30069,0.8221160818172892,Very High,Severe Persistent Deterioration,4/5 behavioural metrics declined recently; 4/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,4,4,5,Lower,0.0,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
61171,0.00917408270255553,High,Recent Deterioration,3/5 behavioural metrics declined recently; 3/5 behavioural metrics declined across the observed period,3,0,3,Moderate,181.014,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
57381,0.002347944437076791,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,1,0,2,Higher,236.342,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
11613,0.006701914718201003,Moderate,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,1,0,2,Moderate,96.009,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
45847,0.01567153964847193,High,Persistent Deterioration,4/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,4,3,5,Lower,0.0,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
66531,0.0017535385021394494,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined across the observed period,0,0,1,Moderate,165.963,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
24498,0.03962822718576417,Very High,Recent Deterioration,4/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,4,0,1,Higher,232.038,Priority 1,Recharge / Affordability Review,Very High churn risk with Higher/Highest relative customer value.,1
48427,0.016827541998025834,High,Recent Deterioration,3/5 behavioural metrics declined recently,3,0,0,Higher,326.991,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
55877,0.3680120904318543,Very High,Recent Deterioration,2/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,2,0,2,Highest,542.52,Priority 1,Recharge / Affordability Review,Very High churn risk with Higher/Highest relative customer value.,1
32121,0.012718687449208822,High,Severe Persistent Deterioration,4/5 behavioural metrics declined recently; 4/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,4,4,4,Highest,476.171,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
22242,0.24376202977266145,Very High,Persistent Deterioration,5/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,3,5,Highest,431.37,Priority 1,Persistent Deterioration Review,Very High churn risk with Higher/Highest relative customer value.,1
31478,0.0014023469633257996,Low,Recent Deterioration,4/5 behavioural metrics declined recently; 3/5 behavioural metrics declined across the observed period,4,0,3,Moderate,142.1,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
43931,0.03051363917906061,High,Recent Deterioration,4/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,4,0,1,Lower,0.0,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
20684,0.013605599141772924,High,Stable / Limited Deterioration,1/5 behavioural metrics declined across the observed period,0,0,1,Higher,226.004,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
45566,0.0065189410055893045,Moderate,Recent Deterioration,3/5 behavioural metrics declined recently,3,0,0,Higher,248.13,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
46148,0.0020616338677136694,Low,Persistent Deterioration,3/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,3,3,4,Moderate,185.585,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
16794,0.023492838075956625,High,Recent Deterioration,4/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,4,0,2,Lower,34.623,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
65950,0.015737226535311937,High,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 4/5 behavioural metrics declined across the observed period,1,0,4,Moderate,150.506,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
47430,0.01967702909202541,High,Recent Deterioration,5/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,5,0,2,Higher,316.929,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
8979,0.00038667742477237633,Low,Recent Deterioration,3/5 behavioural metrics declined recently; 5/5 behavioural metrics declined across the observed period,3,0,5,Moderate,154.677,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
55678,0.7118977987775105,Very High,Persistent Deterioration,5/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,2,5,Lower,-0.15,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
67271,0.005598111261272053,Moderate,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Highest,714.402,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
39941,0.022285642746235942,High,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Moderate,118.257,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
50998,0.0032280037769877854,Low,Recent Deterioration,4/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,4,0,2,Moderate,184.416,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
25578,0.6891182381880284,Very High,Persistent Deterioration,3/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,3,3,5,Lower,66.033,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
37822,0.9294028110570964,Very High,Persistent Deterioration,2/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,2,2,3,Lower,0.0,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,1
55308,0.004057888795310387,Moderate,Stable / Limited Deterioration,1/5 behavioural metrics declined recently,1,0,0,Higher,282.85,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
62831,0.002368373228107112,Low,Stable / Limited Deterioration,5/5 behavioural metrics declined across the observed period,0,0,5,Highest,1352.62,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
7609,0.061834805332613436,Very High,Stable / Limited Deterioration,1/5 behavioural metrics declined across the observed period,0,0,1,Moderate,87.798,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
58565,0.010880968808054545,High,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Higher,358.88,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
59345,0.2015721833141006,Very High,Persistent Deterioration,3/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,3,2,5,Highest,674.797,Priority 1,Persistent Deterioration Review,Very High churn risk with Higher/Highest relative customer value.,0
26743,0.8465781620778312,Very High,Persistent Deterioration,4/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,4,3,5,Lower,0.0,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,1
34768,0.0018094478465045792,Low,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Highest,399.418,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
47787,0.01794255428539674,High,Recent Deterioration,4/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 1/5 behavioural metrics declined across the observed period,4,1,1,Highest,1025.812,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
52685,0.04800670100634308,Very High,Persistent Deterioration,5/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,5,3,4,Highest,923.799,Priority 1,Persistent Deterioration Review,Very High churn risk with Higher/Highest relative customer value.,1
68454,0.02168842504864688,High,Persistent Deterioration,4/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,4,2,4,Lower,42.16,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
24482,0.004220976572066268,Moderate,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 1/5 behavioural metrics declined across the observed period,1,1,1,Higher,333.092,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
58512,0.0020597503358333797,Low,Persistent Deterioration,3/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,3,2,5,Moderate,107.302,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
11559,0.1747569939612512,Very High,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 3/5 behavioural metrics declined across the observed period,1,0,3,Lower,41.6,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
47343,0.006533240704368031,Moderate,Recent Deterioration,2/5 behavioural metrics declined recently,2,0,0,Highest,1069.769,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
54533,0.053902821321761024,Very High,Persistent Deterioration,3/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,3,3,5,Highest,524.07,Priority 1,Persistent Deterioration Review,Very High churn risk with Higher/Highest relative customer value.,0
9548,0.9776105967623292,Very High,Stable / Limited Deterioration,3/5 behavioural metrics declined across the observed period,0,0,3,Lower,0.0,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,1
7036,0.0050412642096194175,Moderate,Recent Broad Deterioration,4/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,4,1,5,Highest,570.448,Priority 3,Broad Recent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
67629,0.007537632334300166,Moderate,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 2/5 behavioural metrics declined across the observed period,1,1,2,Moderate,137.5,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
58799,0.16835820715080835,Very High,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,2,1,5,Moderate,90.876,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
21267,0.016802616312221175,High,Persistent Deterioration,3/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,3,3,4,Lower,71.142,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
59611,0.007026670825355276,Moderate,Stable / Limited Deterioration,1/5 behavioural metrics declined across the observed period,0,0,1,Higher,243.153,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
32459,0.0016576521498580226,Low,Persistent Deterioration,3/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,3,2,3,Higher,364.993,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
24773,0.01415184787976138,High,Recent Deterioration,4/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,4,0,2,Highest,516.26,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
35615,0.0009970627854883735,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,1,0,1,Highest,671.61,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
23402,0.004025137751439354,Moderate,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Highest,439.138,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
11988,0.12708458349267554,Very High,Severe Persistent Deterioration,4/5 behavioural metrics declined recently; 4/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,4,4,5,Lower,0.0,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
27106,0.0008371364600156587,Low,Recent Deterioration,3/5 behavioural metrics declined recently; 3/5 behavioural metrics declined across the observed period,3,0,3,Higher,281.718,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
